name,url,contributors,created_at,license,readme
SotM2025,https://github.com/furuhashilab/SotM2025,akidinosaurs,2025-05-16,NOASSERTION,
langrs,https://github.com/furuhashilab/langrs,MohanadDiab,2025-05-23,MIT,
original_articles_TaichiFuruhashi,https://github.com/furuhashilab/original_articles_TaichiFuruhashi,mapconcierge,2025-05-27,CC0-1.0,# Original Articles by Taichi Furuhashi\n古橋の原著論文リポジトリ\n\n## 学部卒論\n* [古橋大地(1999)衛星・標高・気象データを用いた、富士山における植物積雪分布の季節変化について_東京都立大学理学部地理学科_卒業論文.pdf](https://github.com/furuhashilab/original_articles_TaichiFuruhashi/blob/main/UndergraduateThesis/%E5%8F%A4%E6%A9%8B%E5%A4%A7%E5%9C%B0(1999)%E8%A1%9B%E6%98%9F%E3%83%BB%E6%A8%99%E9%AB%98%E3%83%BB%E6%B0%97%E8%B1%A1%E3%83%87%E3%83%BC%E3%82%BF%E3%82%92%E7%94%A8%E3%81%84%E3%81%9F%E3%80%81%E5%AF%8C%E5%A3%AB%E5%B1%B1%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E6%A4%8D%E7%89%A9%E7%A9%8D%E9%9B%AA%E5%88%86%E5%B8%83%E3%81%AE%E5%AD%A3%E7%AF%80%E5%A4%89%E5%8C%96%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6_%E6%9D%B1%E4%BA%AC%E9%83%BD%E7%AB%8B%E5%A4%A7%E5%AD%A6%E7%90%86%E5%AD%A6%E9%83%A8%E5%9C%B0%E7%90%86%E5%AD%A6%E7%A7%91_%E5%8D%92%E6%A5%AD%E8%AB%96%E6%96%87.pdf)\n\n## 修士論文\n* [乗鞍岳におけるハイマツ(Pinus Pumila)群落の動態について_東京大学大学院修士論文_古橋大地.pdf](https://github.com/furuhashilab/original_articles_TaichiFuruhashi/blob/main/GraduateThesis/%E4%B9%97%E9%9E%8D%E5%B2%B3%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E3%83%8F%E3%82%A4%E3%83%9E%E3%83%84(Pinus%20Pumila)%E7%BE%A4%E8%90%BD%E3%81%AE%E5%8B%95%E6%85%8B%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6_%E6%9D%B1%E4%BA%AC%E5%A4%A7%E5%AD%A6%E5%A4%A7%E5%AD%A6%E9%99%A2%E4%BF%AE%E5%A3%AB%E8%AB%96%E6%96%87_%E5%8F%A4%E6%A9%8B%E5%A4%A7%E5%9C%B0.pdf)\n\n## ＜＜ その他鋭意更新中 ＞＞\n* [Google Scholar プロフィール](https://scholar.google.com/citations?user=RDhXqG0AAAAJ&hl=ja\n)\n
TokyoEYESonMilano2025,https://github.com/furuhashilab/TokyoEYESonMilano2025,mapconcierge,2025-06-03,CC0-1.0,"# Tokyo EYES on Milano 2025 MAP\n\nHere is the mental map where Tokyo place names are applied to the city of Milan. The design data is in a Keynote file. The Osaka version is currently in the works. There’s no perfect answer, but the purpose of this map is to assist with spatial recognition, making it easier for someone familiar with Tokyo to understand Milan. Usage examples: “Centrale Station is like Ueno Station in Tokyo; compared to other areas, it’s a bit less safe, so be careful.” “City Life is like Odaiba, located around Nakano, with a large site including an international exhibition center, but it’s a bit far from central Milan.” It is updated on a lot of feedback.\n\nミラノの街に東京の地名を当てはめてみたメンタルマップです。デザインデータは Keynote ファイルになります。大阪版は絶賛作成中。\n完璧な答えはありませんが、この地図の目的は東京の街をよく知っている人がミラノにやってきたときにわかりやすく説明するための空間認識を補助する地図になります。\n使用例「チェントラーレ駅は東京でいうと上野駅的存在で、他の地域と比較すると少し治安が悪いから気をつけてね」「City Lifeは中野当たりに位置するお台場みたいな場所で、敷地は広いし国際展示場などもあるけど、ミラノ中心部からちょっと離れてるところ」など。日々、多くのフィードバックによって更新されています。\n\n<img src=""https://github.com/furuhashilab/TokyoEYESonMilano2025/blob/main/maps/v1.3.8/TokyoEYESonMilano2025_v1.3.8.ja.jpg?raw=true"" width=""800"">\n\n<img src=""https://github.com/furuhashilab/TokyoEYESonMilano2025/blob/main/maps/v1.3.8/TokyoEYESonMilano2025_v1.3.8.en.jpg?raw=true"" width=""800"">\n\n## 0. Download\n * 最新版は [Releases](https://github.com/furuhashilab/TokyoEYESonMilano2025/releases) からダウンロードできます。\n\n## 1. History\n * [v1.3.8 日本語版に加えて、ローマ字併記した英語版も用意しました. 2025-08-27](https://github.com/furuhashilab/TokyoEYESonMilano2025/tree/main/maps/v1.3.8)\n * [v1.2.0 SNSで告知後いただいたフィードバックを元に修正. 2025-06-11](https://github.com/furuhashilab/TokyoEYESonMilano2025/tree/main/maps/v1.2.0)\n * [v1.1.1 ミラノ日本人学校周辺を大泉学園と定義.また特別授業でのフィードバックを反映させてナビリオ運河を目立つように誇張。 2025-06-07](https://github.com/furuhashilab/TokyoEYESonMilano2025/tree/main/maps/v1.1.1)\n * [v1.0.1 デジタルデータでダウンロードできるようにこのGitHubリポジトリへアクセスできるQRコードを配置. 2025-06-06](https://github.com/furuhashilab/TokyoEYESonMilano2025/tree/main/maps/v1.0.1)\n * [v1.0.0 ミラノ日本人学校での特別授業にて正式公開. 2025-06-06](https://github.com/furuhashilab/TokyoEYESonMilano2025/tree/main/maps/v1.0.0)\n * v0.x.x ミラノに詳しい日本人コミュニティのみなさんにプロトタイプを見せてヒアリング\n\n\n## 2. Feedback\nご意見・ご提案はこちらの [Issues](https://github.com/furuhashilab/TokyoEYESonMilano2025/issues) に投稿ウェルカムです！\n\n\n## 3. License\n * 古橋オリジナルの主題図レイヤーは Creative Commons Zero / Public Domain ライセンスとして完全公開します。商用利用も含めて自由にお使いください。 Copyright 表記する場合は `Designed by Taichi Furuhashi a.k.a. mapconcierge, CC0` と表記ください。\n * 背景地図レイヤは [Creative Commons CC BY-SA](https://creativecommons.org/licenses/by-sa/4.0/): `© Stadia Maps © Stamen Design © OpenMapTiles © OpenStreetMap contributors` として、コピーライト表記を必ず併記してください。このルールを守った場合は、許諾不要で商用利用も行えます。\n\n\n## 4. Thanks for the great content\n * [Duomo Di Milano Church SVG](https://www.svgrepo.com/svg/296426/duomo-di-milano-church), CC0 / Public Domain\n * [Football Stadium SVG Vector](https://www.svgrepo.com/svg/509505/football-stadium), CC0 / Public Domain\n * [Sansiro Studium Icon | Creative Fabrica](https://www.creativefabrica.com/product/stadio-di-san-siro-silhouette/)\n * [11943-bus-stop-icon-8 | ICON MONO](https://icooon-mono.com/11943-bus-stop-icon-8/)\n\n\n## 5. References\n * Gould, P., & White, R. (1974). Mental maps. Harmondsworth: Penguin Books. https://doi.org/10.1177/030913259501900110\n * Götz, N., & Holmén, J. (2018). Editorial. Journal of Cultural Geography, 35(2), 157–161. https://doi.org/10.1080/08873631.2018.1426953\n * 谷口一刀. (n.d.). 日本バカ地図 [Video]. YouTube. https://youtu.be/ZE11LYQx9yU?si=_e-cAntrjL9gIBwm\n"
welcome2furuhashilab,https://github.com/furuhashilab/welcome2furuhashilab,mapconcierge,2025-06-12,CC0-1.0,# welcome2furuhashilab\n古橋研究室オリエンテーション用公開リポジトリ\n\n## READMEはしっかり目を通しておいてください。\n * https://github.com/furuhashilab/README/\n\nとくに、本文からリンクされている [Issues](https://github.com/furuhashilab/README/issues) も読んでおく必要があります。\n\n
2025Mapathon,https://github.com/furuhashilab/2025Mapathon,Mayukanazawa;mapconcierge;YukariHayashi;akidinosaurs,2025-06-14,NOASSERTION,# 2025Mapathon\n\n# 2025AugustMapathon\n
GeoExhibition2025,https://github.com/furuhashilab/GeoExhibition2025,Kouna10;usakooon;mapconcierge;divertakaken;Fuka-Okamura;Mayukanazawa;YukariHayashi,2025-06-24,NOASSERTION,"# GeoExhibition2025\nジオ展2025 古橋研究室展示・発表 リポジトリ\n\n\n## 1. ジオガチャについて\n[こちらのリポジトリ](https://github.com/furuhashilab/geogacha) でコンテンツとIssuesを管理しています。\n\nhttps://github.com/furuhashilab/geogacha\n\n\n## 2. ポスター\n<img src=""https://github.com/furuhashilab/GeoExhibition2025/blob/main/%E7%A0%94%E7%A9%B6%E5%AE%A4%E7%B4%B9%E4%BB%8B%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC.jpeg?raw=true"" width=""400"" >\n\n\n## 3. メッセージボードデザイン\n<img src=""https://github.com/user-attachments/assets/44e73869-4052-495a-abe9-6b76422a2ba1"" width=""400"" >\n\n\n## 4. 印刷担当\n\n"
TheJapaneseHouseOfCouncillorsElection2025,https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025,mapconcierge,2025-07-16,AGPL-3.0,"# The Japanese House of Councillors Election 2025 Poster Map\n日本の参議院選挙2025での [チームみらい・ポスター掲示板マップ](https://action.team-mir.ai/map/poster) データのアーカイブ。\n\n**チームみらい非公式** です。\n地理空間情報の研究材料として投票日３日前の 2025-07-17 から時系列でアーカイブ中。\n\nGeoJSON ファイルに変換して利用しやすくしています。\n\n<img width=""700"" alt=""Image"" src=""https://github.com/user-attachments/assets/bf5f3faf-7e0b-4f72-bfd4-4343324bb139"" />\n\n<img width=""700"" alt=""Image"" src=""https://github.com/user-attachments/assets/53de2ff0-d632-4c8e-8d7a-df939135fad6"" />\n\n## アーカイブ\n * 2025-07-20 データはポスター掲示板マップサイトが閉じられたため、最終版入手できず。[中の方に検討いただいてます](https://github.com/team-mirai-volunteer/action-board/issues/1348) ...\n * [2025-07-19 ヨーロッパ中央時間 1:30 前後にアーカイブ](https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025/tree/main/data/20250719)\n * [2025-07-18 ヨーロッパ中央時間 11:00 前後にアーカイブ](https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025/tree/main/data/20250718)\n * [2025-07-17 ヨーロッパ中央時間 2:00 前後にアーカイブ](https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025/tree/main/data/20250717)\n\n\n## 参考資料\n * チームみらい・ポスター掲示板マップ GitHub リポジトリ https://github.com/team-mirai-volunteer/poster-map\n\n\n## ライセンス\n[team-mirai-volunteer](https://github.com/team-mirai-volunteer), [AGPL-3.0 license](https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025/blob/main/LICENSE.txt)\n\n~~チームみらいのマニフェストに「オープン」と書いてあるので、オープンデータライセンスの何かだと思うので確認します。\nとりあえず暫定的に PublicDomain/CC0 にしておきます。~~\n[GPLライセンスであることを教えていただきました](https://github.com/furuhashilab/TheJapaneseHouseOfCouncillorsElection2025/issues/2) 感謝！\n\n\n"
makingmovie4furuhashilab2025,https://github.com/furuhashilab/makingmovie4furuhashilab2025,mapconcierge,2025-07-22,CC0-1.0,# makingmovie4furuhashilab2025\n古橋研究室紹介動画作成プロジェクト\n
2025gsc_RitoYamasaki,https://github.com/furuhashilab/2025gsc_RitoYamasaki,0319-2004,2025-09-07,NOASSERTION,"# 2025gsc_RitoYamasaki_ZemiReport\n## 渋谷で歩道の Wi-Fi カバー率を測る / Street Wi-Fi Coverage in Shibuya\n\n---\n\n## 1. 概要 / Overview\n\n### 日本語\n本ゼミ論では、Valenzano ら (2016) が提案した **Potential Street Coverage (PSC)** 手法を、東京都渋谷の 500 m × 500 m AOI（センター街周辺）に対して **QGIS のみ** を用いて再現し、Wi-Fi アクセスポイント (AP) の「歩道カバー率」を定量評価する。\n\nWiGLE で取得した AP 点群から半径 $r$ の円バッファを生成し、OpenStreetMap (OSM) の道路ネットワークを 10 m セグメントに分割した上で交差長を計算する。さらに AOI 全体を 25 m メッシュに分割し、各グリッド内の道路被覆率 (coverage ratio) を集計、**ECDF (Empirical Cumulative Distribution Function)** により $r$ の違いによるカバー率の分布変化を解析する。\n\n本リポジトリは、以下を含む：\n\n- QGIS 用 1 本のスクリプトで **「25 m グリッド × $r \in \{5,10,15,20,25,35,45,50\}$」の coverage ratio と ECDF を一括計算**\n- 出力 CSV から、Spreadsheet 等で **最適な $r$ (AP カバレッジ半径)** を選定するプロセス\n\n### English\nThis study replicates the **Potential Street Coverage (PSC)** methodology proposed by Valenzano et al. (2016) in a **500 m × 500 m AOI in Shibuya, Tokyo**, using **QGIS only**.\n\nWi-Fi access points (APs) collected via WiGLE are buffered with radius $r$, and intersected with 10 m–segmented OpenStreetMap (OSM) roads. The AOI is further divided into a 25 m grid; within each cell, the **road coverage ratio** is computed and summarized as an **Empirical Cumulative Distribution Function (ECDF)** for multiple radii $r \in \{5, 10, 15, 20, 25, 35, 45, 50\}$.\n\nThis repository contains:\n\n- A single QGIS Python script that computes **25 m grid–based coverage ratios and ECDFs for all radii in one shot**\n- CSV outputs that can be post-processed (e.g., in Google Sheets) to select an **optimal AP coverage radius** for this AOI.\n\n---\n\n## 2. 目的 / Objectives\n\n### 日本語\n- Valenzano ら (2016) の PSC 手法を、渋谷 AOI において QGIS 上で再現する\n- WiGLE AP 点群・OSM 道路・25 m グリッドを用い、「グリッド内道路のうち、Wi-Fi で実際にカバーされている割合」を算出する\n- $r$ の感度分析（5〜50 m）を行い、**ゼロカバー率と高カバー率セルの割合から「現実的な $r$」を決定**する\n- 処理はすべて EPSG:6677 上の QGIS GUI + Python コンソールで完結させ、再現可能なスクリプトとフォルダ構成を GitHub に残す\n\n### English\n- Reproduce the PSC workflow of Valenzano et al. (2016) in Shibuya AOI using QGIS\n- Compute, for each 25 m grid cell, **the fraction of road length covered by AP buffers**\n- Perform a sensitivity analysis over radii $r = 5\text{--}50\text{ m}$, and **select a realistic AP coverage radius** based on zero-coverage rate and high-coverage cell proportion\n- Keep all processing within EPSG:6677 in QGIS (GUI + Python console), and publish a reproducible script and folder layout on GitHub\n\n---\n\n## 3. データ / Data\n\n### 3.1 使用レイヤ / Layers Used\n（この README は、以下の最終加工レイヤが QGIS プロジェクトに読み込まれていることを前提とする）\n\n- **AP points**\n  - レイヤ名: `ap_gt_points_6677`\n  - 内容: Shibuya AOI 内の WiGLE ログから作成した AP 代表点\n  - CRS: EPSG:6677\n  - 公開上の注意: BSSID/SSID 等の個人・機器特定情報は削除または秘匿済み\n\n- **Road segments (10 m)**\n  - レイヤ名: `roads_10m_seg_src`\n  - 内容: AOI 内の OSM 道路を抽出し、10 m セグメントに分割したライン\n  - CRS: EPSG:6677\n  - 各フィーチャには `$length` ($\approx 10\text{ m}$) が保持される\n\n- **Area of Interest (AOI)**\n  - レイヤ名: `aoi`\n  - 内容: 渋谷センター街周辺をおおむね 500 m × 500 m で囲んだポリゴン\n  - CRS: EPSG:6677\n\n### 3.2 公開ポリシー / Publication Policy\n- 生の WiGLE CSV（BSSID/SSID を含むログ）は**リポジトリには含めない**\n- 必要に応じて、匿名化・粗化された AP 点レイヤのみを含める\n- 公開の中心は、`grid_coverage_ratio_by_r.csv` や `ecdf_grid_coverage_ratio.csv` といった **集計済み CSV** とする\n\n---\n\n## 4. 実装概要 / Implementation Overview\n\n### 4.1 スクリプト / Script\n\nQGIS Python コンソールから呼び出す 1 本のスクリプト：\n`scripts/wifi_grid_coverage_ecdf_25m.py`\n\n内部パラメータ設定（抜粋）：\n\n```python\nAP_NAME    = ""ap_gt_points_6677""\nROADS_NAME = ""roads_10m_seg_src""\nAOI_NAME   = ""aoi""\n\nCELL_SIZE_M = 25\nR_LIST = [5, 10, 15, 20, 25, 35, 45, 50]  # 分析対象 r\n\nTARGET_CRS = QgsCoordinateReferenceSystem(""EPSG:6677"")\nOUT_DIR = os.path.expanduser(""~/Downloads/corridor_r_outputs"")\n処理フローは以下の通り：\n\n1. レイヤ読み込み＆必要に応じて再投影（EPSG:6677 へ）\n2. AOI 内に 25 m グリッドを作成\n   - `native:creategrid` で矩形ポリゴンを生成\n   - `native:clip` で AOI にクリップ\n   - `grid_id` フィールドを付与（`$id`）\n3. 道路 × グリッドの交差長（総延長）を計算\n   - `native:intersection` で `roads_10m_seg_src` とグリッドを交差\n   - 各 `grid_id` ごとに道路長 `total_len_m` を集計\n4. 各 $r$ について AP バッファと道路の交差長を計算\n   - `native:buffer`（DISSOLVE=TRUE）で AP を $r$ m バッファに溶解\n   - `native:clip` で道路をバッファ領域内にクリップ (`covered_roads`)\n   - `native:intersection` で `covered_roads` × グリッド\n   - 各 `grid_id` ごとに被覆道路長 `covered_len_m` を集計\n### 4.2 ECDF summary & plots\n\nECDF の集計指標（ECDF(0), P(coverage>=0.8), median coverage_ratio）は、\nQGIS から出力した `data/ecdf_grid_coverage_ratio.csv` を\nGoogle スプレッドシートに読み込み、セルに設定した数式で計算した。\n\n本リポジトリには、上記スプレッドシートで計算済みの結果だけを\n`derived/ecdf_summary.csv` として含めている。\n（数式はスプレッドシート上で確認可能であり、必要に応じて再利用できる。）\n\nIn this repository, the ECDF-based summary metrics  \n(ECDF(0), P(coverage>=0.8), median coverage_ratio) are **not**\ncomputed by a Python script.\n\nInstead, `data/ecdf_grid_coverage_ratio.csv` exported from QGIS\nis loaded into a Google Spreadsheet, and the metrics are derived\nusing documented cell formulas.\n\nOnly the final aggregated table is stored in this repo\nas `derived/ecdf_summary.csv`, which is used to produce the plots\nof r–ECDF(0), r–P(coverage>=0.8), and r–median coverage_ratio.\n\n### 4. Outputs / CSV files\n\n`outputs/` には、QGIS スクリプトと Google スプレッドシートで集計した結果を\nCSV 形式で保存している。\n\nIn the `outputs/` directory, we store CSV files generated from the QGIS script\nand post-processing in Google Sheets.\n\n- `ecdf_coverage_ratio_by_r.csv`  \n  - **日本語**：各 r ∈ {5,10,15,20,25,35,45,50} について、グリッドごとの  \n    `coverage_ratio` とその ECDF を記録した生データ。  \n  - **English**: Raw ECDF data of `coverage_ratio` for each grid cell,  \n    for r ∈ {5,10,15,20,25,35,45,50}.\n\n- `ecdf_max_by_r.csv`  \n  - **日本語**：スプレッドシートの「ecdf(MAX)」シートを書き出したもの。  \n    各 r ごとの ECDF の最大値テーブル。  \n  - **English**: Export of the “ecdf(MAX)” sheet in Google Sheets;  \n    table of maximum ECDF values for each radius r.\n\n- `ecdf_sum_by_r.csv`  \n  - **日本語**：スプレッドシートの「ecdf(SUM)」シートを書き出したもの。  \n    ECDF の累積件数に基づく集計表。  \n  - **English**: Export of the “ecdf(SUM)” sheet;  \n    aggregated counts based on the cumulative ECDF.\n\n- `ecdf_summary_r5_50.csv`  \n  - **日本語**：r ごとの要約指標をまとめたテーブル。  \n    列：`r`, `ECDF(0)`, `P(coverage>=0.8)`, `median_coverage_ratio`。  \n  - **English**: Summary table of key indicators for each r.  \n    Columns: `r`, `ECDF(0)`, `P(coverage>=0.8)`, `median_coverage_ratio`.\n\n\n\n5. Coverage Ratio の算出\n   - 各セルについて以下の式を計算（道路が存在するセルのみ）：\n     $$coverage\_ratio = \frac{covered\_len\_m}{total\_len\_m}$$\n6. ECDF の作成\n   - $r$ ごとに `coverage_ratio` のリストをソートし、経験分布 $F(x)$ を計算：\n     $$F(x_i) = \frac{i}{N}$$\n7. coverage_ratio と ecdf を $r$ ごとに出力\n\n---\n\n## 5. 出力ファイル / Outputs\nスクリプト実行後、`OUT_DIR` に以下の 2 つの CSV が生成される：\n\n### `grid_coverage_ratio_by_r.csv`\n| column | description |\n| :--- | :--- |\n| r | AP バッファ半径 [m] (5,10,15,20,25,35,45,50) |\n| grid_id | グリッド ID |\n| total_len_m | セル内の道路総延長 |\n| covered_len_m | AP バッファ内に含まれる道路延長 |\n| coverage_ratio | `covered_len_m` / `total_len_m` |\n\n### `ecdf_grid_coverage_ratio.csv`\n| column | description |\n| :--- | :--- |\n| r | AP バッファ半径 [m] |\n| coverage_ratio | 横軸 $x$ |\n| ecdf | 経験累積分布 $F(x)$ |\n\n```\n\n---\n\n## 6. 再現手順 / Reproduction Steps\n\n### 日本語\n1. QGIS プロジェクトを開き、CRS を **EPSG:6677** に設定する。\n2. 以下の 3 レイヤを読み込む：\n   - `ap_gt_points_6677`\n   - `roads_10m_seg_src`\n   - `aoi`\n3. QGIS の Python コンソールを開き、次を実行：\n   ```python\n   exec(open(""scripts/wifi_grid_coverage_ecdf_25m.py"", encoding=""utf-8"").read())\n4. コンソールログに表示されるパス（例: `~/Downloads/corridor_r_outputs`）に CSV が生成される。\n5. これらを Google スプレッドシート等に読み込み、以下を集計する（本リポジトリの `summary.csv` に相当）。\n   - ECDF(0): `coverage_ratio = 0` のときの ecdf 値\n   - P(coverage ≥ 0.8): `coverage_ratio ≥ 0.8` のセル比率\n   - median: `ECDF = 0.5` のときの `coverage_ratio`\n\n### English\n1. Open a QGIS project and set CRS to EPSG:6677.\n2. Load the three layers: `ap_gt_points_6677`, `roads_10m_seg_src`, `aoi`.\n3. Open the QGIS Python console and run:\n   ```python\n   exec(open(""scripts/wifi_grid_coverage_ecdf_25m.py"", encoding=""utf-8"").read())\n4. The script prints the output directory; CSVs are created there.\n5. Import the CSVs into a spreadsheet and compute metrics (ECDF(0), P(coverage ≥ 0.8), median).\n\n## 7. $r$ 感度分析の結果 / Sensitivity Results for $r$\n`ecdf_grid_coverage_ratio.csv` から集計した結果（`summary.csv`）は以下の通り：\n\n\n\n### 7.1 指標の定義 / Metric Definitions\n- ECDF(0): `coverage_ratio = 0` のセル割合（= ゼロカバー率）\n- P(coverage ≥ 0.8): `coverage_ratio ≥ 0.8` のセル割合（= 高カバー率セルの比率）\n- median coverage_ratio: `ECDF = 0.5` のときの `coverage_ratio`（= 典型的セルのカバー率）\n\n### 7.2 数値結果 / Numerical Results\n| r [m] | ECDF(0) (Zero cov.) | P(coverage ≥ 0.8) | median coverage_ratio |\n| :---: | :---: | :---: | :---: |\n| 5 | 0.2862 | 0.2862 | 0.424 |\n| 10 | 0.1484 | 0.6254 | 1.000 |\n| 15 | 0.0813 | 0.8092 | 1.000 |\n| 20 | 0.0495 | 0.8799 | 1.000 |\n| 25 | 0.0177 | 0.9399 | 1.000 |\n| 35 | 0.0035 | 0.9894 | 1.000 |\n| 45 | 0.0000 | 0.9965 | 1.000 |\n| 50 | 0.0000 | 1.0000 | 1.000 |\n(Values rounded to 4 decimal places)\n\n\n## 8. 本研究で採用した $r$ の決定 / Choice of $r$ in This Study\n\n### 8.1 判定条件 / Selection Criteria\n本研究では、25 m グリッドに対して AP バッファの半径 $r$ を決める際、以下の 2 条件を「十分なカバー品質」の目安とした：\n\n1. ゼロカバー率 ECDF(0) < 0.02 （未カバーセルを全体の 2% 未満に抑える）\n2. P(coverage ≥ 0.8) ≥ 0.9 （セルの 90%以上が 80% 以上カバーされている）\n\n### 8.2 判定結果 / Outcome\n- r = 20 m\n  - ECDF(0) ≈ 0.0495 → 条件1を満たさない\n  - P(coverage ≥ 0.8) ≈ 0.8799 → 条件2ギリギリ未達\n- r = 25 m\n  - ECDF(0) ≈ 0.0177 < 0.02\n  - P(coverage ≥ 0.8) ≈ 0.9399 ≥ 0.9\n  - → 両条件を同時に満たす最小の $r$\n- r ≥ 35 m\n  - ECDF(0) → 0.0, P(coverage ≥ 0.8) → 1.0 へ漸近\n  - ただし $r$ を大きくするほど、「別セルに属する細街路」をまとめて塗りつぶす形になり、空間解像度の低下が懸念される\n\n### 8.3 結論 / Conclusion\n以上より、渋谷 AOI (500 m × 500 m) における PSC 解析では、\n\n1. ゼロカバーセルを 2% 未満に抑え\n2. セルの 94% 程度を十分にカバーしつつ\n3. $r$ を過度に大きくしない\n\nというトレードオフの観点から、AP バッファ半径として $r = 25 \text{ m}$ を採用した。\n\n---\n\n## 9. 制約と限界 / Limitations\n\n### 日本語\n- WiGLE 由来データの偏り: ログ収集は任意の歩行経路に依存しており、大通りと細街路でサンプリング密度が異なる可能性がある。\n- セルサイズ固定 (25 m): 本リポジトリでは 25 m グリッドのみを対象としており、10 m / 50 m グリッドとの比較（セルサイズ感度分析）は実施していない。そのため、セルサイズに依存する効果は今後の課題とする。\n- 時間的変動の無視: 全期間の WiGLE ログを 1 つの静的データセットとして扱っており、時間帯や曜日による AP 稼働状況の変化は考慮していない。\n\n### English\n- Sampling bias from WiGLE: Data collection depends on arbitrary walking routes; main streets and alleys may have different sampling densities.\n- Fixed grid size (25 m): This repository focuses on 25 m grids only; sensitivity to grid size (e.g., 10 m or 50 m) is not analyzed here.\n- Temporal aggregation: WiGLE logs are treated as a single static snapshot; temporal variations in AP availability are not modeled.\n\n---\n\n## 10. 参考文献 / Reference\n- Valenzano, A., Mana, D., Borean, C., & Servetti, A. (2016). Mapping WiFi measurements on OpenStreetMap data for Wireless Street Coverage Analysis. *FOSS4G 2016*.\n\n## 11. 使用ツール / Tools\n- QGIS LTR (macOS)\n- WiGLE Wardriving\n- Google Pixel 7a (data collection)(os16)\n- Google Sheets (ECDF 集計・可視化)\n- ChatGPT-5.1 Thinking (Text & Script Refinement)\n- ChatGPT-5.2 Thinking (Text & Script Refinement)\n\n## 12. スライドはこちら\nhttps://docs.google.com/presentation/d/1fuVwXpGprAZcy4QfH2TCoqh7lkmzzHIcIkfjJW7coJI/edit?slide=id.p#slide=id.p\n\n"
